longitude,latitude,elevation_m
-99.21,29.84,742.9
-99.13,29.84,730.9
-99.05,29.84,716.4
-98.97,29.84,701.7
-98.89,29.84,683.8
-98.81,29.84,664.3
-98.73,29.84,639.1
-98.65,29.84,599.1
-98.57,29.84,555.9
-98.49,29.84,500.4
-98.41,29.84,438.0
-98.33,29.84,375.3
-98.25,29.84,306.7
-98.17,29.84,242.4
-98.09,29.84,189.9
-98.01,29.84,157.7
-97.93,29.84,146.0
-97.85,29.84,153.6
-97.77,29.84,179.2
-97.69,29.84,213.2
-97.61,29.84,250.7
-97.53,29.84,284.5
-97.45,29.84,309.2
-97.37,29.84,320.6
-97.29,29.84,326.0
-97.21,29.84,331.8
-97.13,29.84,327.9
-97.05,29.84,315.3
-96.97,29.84,303.5
-96.89,29.84,293.0
-96.81,29.84,280.3
-96.73,29.84,265.5
-96.65,29.84,253.1
-96.57,29.84,243.1
-96.49,29.84,232.8
-96.41,29.84,221.5
-96.33,29.84,210.4
-96.25,29.84,200.0
-96.17,29.84,189.9
-96.09,29.84,181.0
-96.01,29.84,170.1
-95.93,29.84,160.8
-95.85,29.84,153.4
-95.77,29.84,148.0
-95.69,29.84,144.3
-95.61,29.84,139.5
-95.53,29.84,131.9
-95.45,29.84,123.4
-95.37,29.84,117.0
-95.29,29.84,113.0
-95.21,29.84,112.6
-95.13,29.84,109.3
-95.05,29.84,103.2
-94.97,29.84,100.8
-94.89,29.84,97.7
-94.81,29.84,92.7
-94.73,29.84,89.4
-94.65,29.84,82.8
-94.57,29.84,78.8
-94.49,29.84,77.4
-94.41,29.84,70.3
-94.33,29.84,67.0
-94.25,29.84,69.7
-94.17,29.84,66.5
-94.09,29.84,59.6
-94.01,29.84,57.4
-93.93,29.84,54.5
-104.97,29.92,169.2
-104.89,29.92,186.4
-104.81,29.92,206.4
-104.73,29.92,233.9
-104.65,29.92,267.8
-104.57,29.92,308.1
-104.49,29.92,356.4
-104.41,29.92,413.7
-104.33,29.92,482.8
-104.25,29.92,569.2
-104.17,29.92,672.6
-104.09,29.92,793.4
-104.01,29.92,935.7
-103.93,29.92,1098.7
-103.85,29.92,1274.1
-103.77,29.92,1460.8
-103.69,29.92,1660.7
-103.61,29.92,1862.2
-103.53,29.92,2060.4
-103.45,29.92,2253.4
-103.37,29.92,2434.7
-103.29,29.92,2592.3
-103.21,29.92,2700.0
-103.13,29.92,2700.0
-103.05,29.92,2700.0
-102.97,29.92,2700.0
-102.89,29.92,2700.0
-102.81,29.92,2700.0
-102.73,29.92,2647.6
-102.65,29.92,2510.8
-102.57,29.92,2356.6
-102.49,29.92,2183.8
-102.41,29.92,2002.2
-102.33,29.92,1828.3
-102.25,29.92,1657.6
-102.17,29.92,1497.4
-102.09,29.92,1353.5
-102.01,29.92,1226.9
-101.93,29.92,1119.3
-101.85,29.92,1026.6
-101.77,29.92,950.1
-101.69,29.92,889.7
-101.61,29.92,840.2
-101.53,29.92,803.0
-101.45,29.92,776.3
-101.37,29.92,756.4
-101.29,29.92,737.6
-101.21,29.92,727.7
-101.13,29.92,723.2
-101.05,29.92,718.6
-100.97,29.92,719.0
-100.89,29.92,714.3
-100.81,29.92,708.9
-100.73,29.92,707.5
-100.65,29.92,711.3
-100.57,29.92,717.6
-100.49,29.92,718.9
-100.41,29.92,721.9
-100.33,29.92,731.1
-100.25,29.92,741.9
-100.17,29.92,750.8
-100.09,29.92,757.6
-100.01,29.92,768.0
-99.93,29.92,773.9
-99.85,29.92,777.7
-99.77,29.92,783.6
-99.69,29.92,785.7
-99.61,29.92,781.5
-99.53,29.92,778.4
-99.45,29.92,777.4
-99.37,29.92,772.7
-99.29,29.92,765.5
-99.21,29.92,759.8
-99.13,29.92,750.4
-99.05,29.92,735.2
-98.97,29.92,715.4
-98.89,29.92,697.4
-98.81,29.92,677.1
-98.73,29.92,652.3
-98.65,29.92,616.9
-98.57,29.92,570.3
-98.49,29.92,513.5
-98.41,29.92,450.2
-98.33,29.92,385.3
-98.25,29.92,320.2
-98.17,29.92,257.2
-98.09,29.92,202.1
-98.01,29.92,170.6
-97.93,29.92,156.5
-97.85,29.92,164.3
-97.77,29.92,190.8
-97.69,29.92,221.9
-97.61,29.92,259.7
-97.53,29.92,293.6
-97.45,29.92,316.3
-97.37,29.92,330.5
-97.29,29.92,336.0
-97.21,29.92,338.2
-97.13,29.92,336.5
-97.05,29.92,325.2
-96.97,29.92,312.8
-96.89,29.92,302.3
-96.81,29.92,287.0
-96.73,29.92,271.0
-96.65,29.92,259.6
-96.57,29.92,248.9
-96.49,29.92,234.0
-96.41,29.92,223.0
-96.33,29.92,215.2
-96.25,29.92,205.9
-96.17,29.92,195.1
-96.09,29.92,183.8
-96.01,29.92,174.9
-95.93,29.92,168.4
-95.85,29.92,161.9
-95.77,29.92,154.1
-95.69,29.92,143.7
-95.61,29.92,139.9
-95.53,29.92,136.8
-95.45,29.92,130.8
-95.37,29.92,128.6
-95.29,29.92,122.7
-95.21,29.92,119.6
-95.13,29.92,116.3
-95.05,29.92,108.9
-94.97,29.92,104.8
-94.89,29.92,103.9
-94.81,29.92,98.8
-94.73,29.92,94.8
-94.65,29.92,86.3
-94.57,29.92,82.7
-94.49,29.92,81.4
-94.41,29.92,76.4
-94.33,29.92,75.5
-94.25,29.92,77.2
-94.17,29.92,74.0
-94.09,29.92,68.7
-94.01,29.92,64.0
-93.93,29.92,59.7
-105.05,30.0,189.3
-104.97,30.0,206.2
-104.89,30.0,224.7
-104.81,30.0,240.4
-104.73,30.0,265.2
-104.65,30.0,300.5
-104.57,30.0,338.6
-104.49,30.0,386.1
-104.41,30.0,443.0
-104.33,30.0,507.2
-104.25,30.0,589.4
-104.17,30.0,690.9
-104.09,30.0,810.9
-104.01,30.0,947.8
-103.93,30.0,1102.6
-103.85,30.0,1277.2
-103.77,30.0,1461.4
-103.69,30.0,1661.7
-103.61,30.0,1868.9
-103.53,30.0,2072.9
-103.45,30.0,2272.3
-103.37,30.0,2460.0
-103.29,30.0,2625.1
-103.21,30.0,2700.0
-103.13,30.0,2700.0
-103.05,30.0,2700.0
-102.97,30.0,2700.0
-102.89,30.0,2700.0
-102.81,30.0,2700.0
-102.73,30.0,2700.0
-102.65,30.0,2625.1
-102.57,30.0,2470.0
-102.49,30.0,2292.7
-102.41,30.0,2103.2
-102.33,30.0,1919.8
-102.25,30.0,1742.7
-102.17,30.0,1574.5
-102.09,30.0,1420.2
-102.01,30.0,1286.5
-101.93,30.0,1173.2
-101.85,30.0,1073.6
-101.77,30.0,988.4
-101.69,30.0,922.5
-101.61,30.0,871.8
-101.53,30.0,832.7
-101.45,30.0,802.8
-101.37,30.0,780.2
-101.29,30.0,760.3
-101.21,30.0,748.6
-101.13,30.0,743.0
-101.05,30.0,736.2
-100.97,30.0,735.6
-100.89,30.0,733.6
-100.81,30.0,730.3
-100.73,30.0,726.0
-100.65,30.0,724.7
-100.57,30.0,733.3
-100.49,30.0,738.4
-100.41,30.0,740.4
-100.33,30.0,746.9
-100.25,30.0,755.4
-100.17,30.0,763.2
-100.09,30.0,774.3
-100.01,30.0,787.1
-99.93,30.0,793.0
-99.85,30.0,796.7
-99.77,30.0,799.1
-99.69,30.0,800.6
-99.61,30.0,798.0
-99.53,30.0,792.4
-99.45,30.0,791.0
-99.37,30.0,786.7
-99.29,30.0,780.7
-99.21,30.0,774.0
-99.13,30.0,765.8
-99.05,30.0,751.3
-98.97,30.0,732.6
-98.89,30.0,715.1
-98.81,30.0,694.4
-98.73,30.0,666.3
-98.65,30.0,632.9
-98.57,30.0,585.3
-98.49,30.0,528.7
-98.41,30.0,462.8
-98.33,30.0,392.2
-98.25,30.0,327.9
-98.17,30.0,267.1
-98.09,30.0,211.3
-98.01,30.0,179.0
-97.93,30.0,167.1
-97.85,30.0,174.1
-97.77,30.0,198.5
-97.69,30.0,229.8
-97.61,30.0,266.7
-97.53,30.0,301.0
-97.45,30.0,326.3
-97.37,30.0,337.7
-97.29,30.0,343.6
-97.21,30.0,343.3
-97.13,30.0,341.1
-97.05,30.0,331.0
-96.97,30.0,319.9
-96.89,30.0,308.8
-96.81,30.0,292.8
-96.73,30.0,277.3
-96.65,30.0,267.4
-96.57,30.0,257.5
-96.49,30.0,241.2
-96.41,30.0,230.4
-96.33,30.0,219.9
-96.25,30.0,209.3
-96.17,30.0,199.2
-96.09,30.0,188.8
-96.01,30.0,180.3
-95.93,30.0,173.8
-95.85,30.0,167.5
-95.77,30.0,159.8
-95.69,30.0,148.9
-95.61,30.0,143.2
-95.53,30.0,141.8
-95.45,30.0,135.0
-95.37,30.0,132.5
-95.29,30.0,128.7
-95.21,30.0,123.9
-95.13,30.0,120.4
-95.05,30.0,112.8
-94.97,30.0,109.1
-94.89,30.0,109.0
-94.81,30.0,102.4
-94.73,30.0,99.8
-94.65,30.0,94.5
-94.57,30.0,89.1
-94.49,30.0,85.8
-94.41,30.0,83.8
-94.33,30.0,82.4
-94.25,30.0,78.6
-94.17,30.0,75.2
-94.09,30.0,72.9
-94.01,30.0,70.5
-93.93,30.0,70.4
-93.85,30.0,70.6
-105.05,30.08,237.6
-104.97,30.08,254.3
-104.89,30.08,272.5
-104.81,30.08,287.4
-104.73,30.08,309.5
-104.65,30.08,342.4
-104.57,30.08,379.3
-104.49,30.08,422.6
-104.41,30.08,473.9
-104.33,30.08,535.9
-104.25,30.08,616.6
-104.17,30.08,713.6
-104.09,30.08,829.3
-104.01,30.08,962.7
-103.93,30.08,1110.7
-103.85,30.08,1282.2
-103.77,30.08,1468.7
-103.69,30.08,1672.6
-103.61,30.08,1885.2
-103.53,30.08,2098.9
-103.45,30.08,2308.6
-103.37,30.08,2505.4
-103.29,30.08,2682.9
-103.21,30.08,2700.0
-103.13,30.08,2700.0
-103.05,30.08,2700.0
-102.97,30.08,2700.0
-102.89,30.08,2700.0
-102.81,30.08,2700.0
-102.73,30.08,2700.0
-102.65,30.08,2700.0
-102.57,30.08,2588.9
-102.49,30.08,2408.1
-102.41,30.08,2214.0
-102.33,30.08,2019.1
-102.25,30.08,1830.1
-102.17,30.08,1652.6
-102.09,30.08,1490.3
-102.01,30.08,1346.4
-101.93,30.08,1223.2
-101.85,30.08,1116.0
-101.77,30.08,1025.3
-101.69,30.08,956.2
-101.61,30.08,903.5
-101.53,30.08,859.3
-101.45,30.08,822.9
-101.37,30.08,797.6
-101.29,30.08,779.9
-101.21,30.08,767.0
-101.13,30.08,760.0
-101.05,30.08,753.2
-100.97,30.08,750.4
-100.89,30.08,747.3
-100.81,30.08,747.7
-100.73,30.08,743.8
-100.65,30.08,741.3
-100.57,30.08,747.3
-100.49,30.08,753.4
-100.41,30.08,758.4
-100.33,30.08,764.5
-100.25,30.08,772.4
-100.17,30.08,780.9
-100.09,30.08,792.4
-100.01,30.08,804.1
-99.93,30.08,808.2
-99.85,30.08,812.3
-99.77,30.08,813.5
-99.69,30.08,817.6
-99.61,30.08,817.9
-99.53,30.08,810.3
-99.45,30.08,807.6
-99.37,30.08,801.6
-99.29,30.08,793.7
-99.21,30.08,787.3
-99.13,30.08,779.1
-99.05,30.08,766.3
-98.97,30.08,751.3
-98.89,30.08,734.2
-98.81,30.08,712.2
-98.73,30.08,679.9
-98.65,30.08,644.6
-98.57,30.08,598.3
-98.49,30.08,541.0
-98.41,30.08,474.8
-98.33,30.08,401.4
-98.25,30.08,334.0
-98.17,30.08,270.6
-98.09,30.08,216.1
-98.01,30.08,184.3
-97.93,30.08,172.7
-97.85,30.08,180.1
-97.77,30.08,202.9
-97.69,30.08,235.6
-97.61,30.08,273.1
-97.53,30.08,308.2
-97.45,30.08,337.4
-97.37,30.08,349.0
-97.29,30.08,354.1
-97.21,30.08,351.3
-97.13,30.08,345.7
-97.05,30.08,336.8
-96.97,30.08,327.0
-96.89,30.08,315.5
-96.81,30.08,300.5
-96.73,30.08,284.8
-96.65,30.08,272.7
-96.57,30.08,262.5
-96.49,30.08,249.3
-96.41,30.08,237.3
-96.33,30.08,222.6
-96.25,30.08,209.4
-96.17,30.08,198.6
-96.09,30.08,192.6
-96.01,30.08,186.7
-95.93,30.08,177.8
-95.85,30.08,171.8
-95.77,30.08,165.3
-95.69,30.08,155.9
-95.61,30.08,148.8
-95.53,30.08,145.2
-95.45,30.08,139.3
-95.37,30.08,134.7
-95.29,30.08,130.6
-95.21,30.08,124.5
-95.13,30.08,121.1
-95.05,30.08,116.9
-94.97,30.08,115.7
-94.89,30.08,113.1
-94.81,30.08,106.6
-94.73,30.08,105.2
-94.65,30.08,102.3
-94.57,30.08,97.2
-94.49,30.08,94.8
-94.41,30.08,93.1
-94.33,30.08,89.7
-94.25,30.08,84.4
-94.17,30.08,82.3
-94.09,30.08,79.2
-94.01,30.08,76.8
-93.93,30.08,77.8
-93.85,30.08,77.0
-93.77,30.08,68.7
-93.69,30.08,62.0
-105.13,30.16,276.0
-105.05,30.16,296.5
-104.97,30.16,314.0
-104.89,30.16,332.3
-104.81,30.16,348.3
-104.73,30.16,368.6
-104.65,30.16,398.0
-104.57,30.16,431.4
-104.49,30.16,468.4
-104.41,30.16,514.4
-104.33,30.16,574.2
-104.25,30.16,651.3
-104.17,30.16,742.7
-104.09,30.16,852.1
-104.01,30.16,982.0
-103.93,30.16,1131.9
-103.85,30.16,1301.7
-103.77,30.16,1487.9
-103.69,30.16,1689.7
-103.61,30.16,1902.5
-103.53,30.16,2124.1
-103.45,30.16,2345.7
-103.37,30.16,2557.9
-103.29,30.16,2700.0
-103.21,30.16,2700.0
-103.13,30.16,2700.0
-103.05,30.16,2700.0
-102.97,30.16,2700.0
-102.89,30.16,2700.0
-102.81,30.16,2700.0
-102.73,30.16,2700.0
-102.65,30.16,2700.0
-102.57,30.16,2700.0
-102.49,30.16,2518.4
-102.41,30.16,2316.0
-102.33,30.16,2111.7
-102.25,30.16,1913.0
-102.17,30.16,1723.2
-102.09,30.16,1552.4
-102.01,30.16,1400.5
-101.93,30.16,1269.0
-101.85,30.16,1153.1
-101.77,30.16,1054.8
-101.69,30.16,983.5
-101.61,30.16,927.9
-101.53,30.16,882.2
-101.45,30.16,845.7
-101.37,30.16,817.6
-101.29,30.16,799.6
-101.21,30.16,789.0
-101.13,30.16,779.1
-101.05,30.16,772.3
-100.97,30.16,766.3
-100.89,30.16,759.6
-100.81,30.16,760.8
-100.73,30.16,758.8
-100.65,30.16,754.9
-100.57,30.16,755.6
-100.49,30.16,761.4
-100.41,30.16,771.2
-100.33,30.16,782.1
-100.25,30.16,790.3
-100.17,30.16,798.7
-100.09,30.16,807.1
-100.01,30.16,817.4
-99.93,30.16,823.0
-99.85,30.16,828.4
-99.77,30.16,832.4
-99.69,30.16,836.3
-99.61,30.16,836.8
-99.53,30.16,830.3
-99.45,30.16,825.4
-99.37,30.16,818.3
-99.29,30.16,808.3
-99.21,30.16,798.8
-99.13,30.16,788.2
-99.05,30.16,777.1
-98.97,30.16,764.3
-98.89,30.16,747.8
-98.81,30.16,726.1
-98.73,30.16,694.0
-98.65,30.16,658.4
-98.57,30.16,612.1
-98.49,30.16,553.2
-98.41,30.16,489.1
-98.33,30.16,416.0
-98.25,30.16,342.1
-98.17,30.16,276.2
-98.09,30.16,225.3
-98.01,30.16,190.8
-97.93,30.16,175.8
-97.85,30.16,184.9
-97.77,30.16,208.4
-97.69,30.16,241.8
-97.61,30.16,277.7
-97.53,30.16,313.5
-97.45,30.16,344.0
-97.37,30.16,357.0
-97.29,30.16,362.1
-97.21,30.16,360.9
-97.13,30.16,354.4
-97.05,30.16,345.0
-96.97,30.16,334.3
-96.89,30.16,322.5
-96.81,30.16,308.4
-96.73,30.16,291.8
-96.65,30.16,276.8
-96.57,30.16,264.9
-96.49,30.16,255.3
-96.41,30.16,245.8
-96.33,30.16,230.3
-96.25,30.16,216.1
-96.17,30.16,205.4
-96.09,30.16,199.2
-96.01,30.16,193.6
-95.93,30.16,183.8
-95.85,30.16,176.5
-95.77,30.16,168.7
-95.69,30.16,158.8
-95.61,30.16,154.1
-95.53,30.16,152.9
-95.45,30.16,150.4
-95.37,30.16,145.3
-95.29,30.16,135.6
-95.21,30.16,127.1
-95.13,30.16,126.0
-95.05,30.16,123.6
-94.97,30.16,122.5
-94.89,30.16,121.0
-94.81,30.16,114.8
-94.73,30.16,110.3
-94.65,30.16,107.4
-94.57,30.16,104.7
-94.49,30.16,102.8
-94.41,30.16,100.3
-94.33,30.16,97.4
-94.25,30.16,94.9
-94.17,30.16,94.3
-94.09,30.16,88.2
-94.01,30.16,82.9
-93.93,30.16,80.6
-93.85,30.16,77.4
-93.77,30.16,72.8
-93.69,30.16,68.7
-93.61,30.16,61.8
-105.21,30.24,323.3
-105.13,30.24,349.1
-105.05,30.24,371.2
-104.97,30.24,392.9
-104.89,30.24,410.8
-104.81,30.24,424.9
-104.73,30.24,441.8
-104.65,30.24,466.9
-104.57,30.24,493.1
-104.49,30.24,528.1
-104.41,30.24,573.4
-104.33,30.24,625.0
-104.25,30.24,692.3
-104.17,30.24,777.6
-104.09,30.24,880.3
-104.01,30.24,1005.3
-103.93,30.24,1151.2
-103.85,30.24,1319.2
-103.77,30.24,1505.5
-103.69,30.24,1706.0
-103.61,30.24,1921.0
-103.53,30.24,2148.4
-103.45,30.24,2378.6
-103.37,30.24,2601.3
-103.29,30.24,2700.0
-103.21,30.24,2700.0
-103.13,30.24,2700.0
-103.05,30.24,2700.0
-102.97,30.24,2700.0
-102.89,30.24,2700.0
-102.81,30.24,2700.0
-102.73,30.24,2700.0
-102.65,30.24,2700.0
-102.57,30.24,2700.0
-102.49,30.24,2612.1
-102.41,30.24,2399.4
-102.33,30.24,2186.1
-102.25,30.24,1980.2
-102.17,30.24,1783.9
-102.09,30.24,1604.8
-102.01,30.24,1442.6
-101.93,30.24,1301.4
-101.85,30.24,1180.7
-101.77,30.24,1080.2
-101.69,30.24,1007.7
-101.61,30.24,948.6
-101.53,30.24,901.5
-101.45,30.24,865.6
-101.37,30.24,838.3
-101.29,30.24,821.8
-101.21,30.24,812.0
-101.13,30.24,798.9
-101.05,30.24,788.4
-100.97,30.24,779.9
-100.89,30.24,773.8
-100.81,30.24,772.6
-100.73,30.24,772.6
-100.65,30.24,769.4
-100.57,30.24,767.7
-100.49,30.24,772.5
-100.41,30.24,783.2
-100.33,30.24,795.3
-100.25,30.24,803.4
-100.17,30.24,811.1
-100.09,30.24,819.5
-100.01,30.24,829.6
-99.93,30.24,839.0
-99.85,30.24,845.8
-99.77,30.24,848.7
-99.69,30.24,851.7
-99.61,30.24,852.4
-99.53,30.24,847.3
-99.45,30.24,840.5
-99.37,30.24,833.7
-99.29,30.24,824.0
-99.21,30.24,812.3
-99.13,30.24,800.8
-99.05,30.24,788.5
-98.97,30.24,774.5
-98.89,30.24,757.3
-98.81,30.24,736.4
-98.73,30.24,707.1
-98.65,30.24,671.0
-98.57,30.24,622.4
-98.49,30.24,561.2
-98.41,30.24,494.3
-98.33,30.24,423.4
-98.25,30.24,350.5
-98.17,30.24,285.0
-98.09,30.24,234.8
-98.01,30.24,198.2
-97.93,30.24,182.4
-97.85,30.24,193.4
-97.77,30.24,219.8
-97.69,30.24,253.7
-97.61,30.24,287.1
-97.53,30.24,319.7
-97.45,30.24,346.6
-97.37,30.24,362.7
-97.29,30.24,366.6
-97.21,30.24,364.5
-97.13,30.24,360.6
-97.05,30.24,353.3
-96.97,30.24,341.8
-96.89,30.24,328.9
-96.81,30.24,312.6
-96.73,30.24,296.8
-96.65,30.24,285.5
-96.57,30.24,273.4
-96.49,30.24,263.6
-96.41,30.24,252.0
-96.33,30.24,237.7
-96.25,30.24,227.4
-96.17,30.24,217.4
-96.09,30.24,209.4
-96.01,30.24,201.9
-95.93,30.24,191.3
-95.85,30.24,184.5
-95.77,30.24,176.0
-95.69,30.24,166.0
-95.61,30.24,162.9
-95.53,30.24,160.6
-95.45,30.24,156.3
-95.37,30.24,151.0
-95.29,30.24,142.6
-95.21,30.24,137.5
-95.13,30.24,134.7
-95.05,30.24,129.2
-94.97,30.24,126.6
-94.89,30.24,126.3
-94.81,30.24,121.6
-94.73,30.24,116.5
-94.65,30.24,112.9
-94.57,30.24,109.8
-94.49,30.24,105.8
-94.41,30.24,102.2
-94.33,30.24,101.5
-94.25,30.24,101.7
-94.17,30.24,96.6
-94.09,30.24,90.6
-94.01,30.24,89.2
-93.93,30.24,84.0
-93.85,30.24,78.6
-93.77,30.24,76.1
-93.69,30.24,72.3
-93.61,30.24,66.0
-105.21,30.32,410.3
-105.13,30.32,441.1
-105.05,30.32,466.2
-104.97,30.32,491.2
-104.89,30.32,511.4
-104.81,30.32,526.0
-104.73,30.32,539.2
-104.65,30.32,556.9
-104.57,30.32,576.1
-104.49,30.32,605.2
-104.41,30.32,644.4
-104.33,30.32,687.9
-104.25,30.32,743.2
-104.17,30.32,818.6
-104.09,30.32,915.2
-104.01,30.32,1033.9
-103.93,30.32,1169.3
-103.85,30.32,1331.6
-103.77,30.32,1515.8
-103.69,30.32,1714.8
-103.61,30.32,1932.3
-103.53,30.32,2162.2
-103.45,30.32,2395.8
-103.37,30.32,2622.7
-103.29,30.32,2700.0
-103.21,30.32,2700.0
-103.13,30.32,2700.0
-103.05,30.32,2700.0
-102.97,30.32,2700.0
-102.89,30.32,2700.0
-102.81,30.32,2700.0
-102.73,30.32,2700.0
-102.65,30.32,2700.0
-102.57,30.32,2700.0
-102.49,30.32,2673.2
-102.41,30.32,2456.9
-102.33,30.32,2239.4
-102.25,30.32,2026.0
-102.17,30.32,1823.9
-102.09,30.32,1637.5
-102.01,30.32,1470.5
-101.93,30.32,1327.0
-101.85,30.32,1204.4
-101.77,30.32,1103.8
-101.69,30.32,1026.9
-101.61,30.32,963.1
-101.53,30.32,914.9
-101.45,30.32,880.5
-101.37,30.32,856.8
-101.29,30.32,840.9
-101.21,30.32,826.8
-101.13,30.32,813.2
-101.05,30.32,800.2
-100.97,30.32,792.4
-100.89,30.32,787.3
-100.81,30.32,782.1
-100.73,30.32,784.2
-100.65,30.32,783.2
-100.57,30.32,779.1
-100.49,30.32,785.0
-100.41,30.32,796.5
-100.33,30.32,806.4
-100.25,30.32,815.8
-100.17,30.32,825.4
-100.09,30.32,834.3
-100.01,30.32,842.7
-99.93,30.32,854.2
-99.85,30.32,861.2
-99.77,30.32,861.8
-99.69,30.32,863.4
-99.61,30.32,865.4
-99.53,30.32,861.9
-99.45,30.32,851.9
-99.37,30.32,845.1
-99.29,30.32,838.6
-99.21,30.32,828.0
-99.13,30.32,816.9
-99.05,30.32,803.8
-98.97,30.32,787.9
-98.89,30.32,768.1
-98.81,30.32,744.7
-98.73,30.32,715.4
-98.65,30.32,678.7
-98.57,30.32,633.5
-98.49,30.32,573.5
-98.41,30.32,500.3
-98.33,30.32,428.2
-98.25,30.32,357.6
-98.17,30.32,292.9
-98.09,30.32,240.3
-98.01,30.32,204.7
-97.93,30.32,189.2
-97.85,30.32,199.1
-97.77,30.32,227.2
-97.69,30.32,261.4
-97.61,30.32,297.3
-97.53,30.32,330.0
-97.45,30.32,353.8
-97.37,30.32,369.9
-97.29,30.32,372.2
-97.21,30.32,370.0
-97.13,30.32,366.1
-97.05,30.32,358.1
-96.97,30.32,346.7
-96.89,30.32,333.9
-96.81,30.32,317.2
-96.73,30.32,302.0
-96.65,30.32,290.0
-96.57,30.32,278.1
-96.49,30.32,268.0
-96.41,30.32,256.8
-96.33,30.32,244.8
-96.25,30.32,234.8
-96.17,30.32,224.1
-96.09,30.32,215.6
-96.01,30.32,206.8
-95.93,30.32,197.5
-95.85,30.32,190.7
-95.77,30.32,183.3
-95.69,30.32,176.9
-95.61,30.32,174.1
-95.53,30.32,168.5
-95.45,30.32,160.2
-95.37,30.32,153.5
-95.29,30.32,149.0
-95.21,30.32,147.4
-95.13,30.32,142.5
-95.05,30.32,133.5
-94.97,30.32,126.0
-94.89,30.32,123.3
-94.81,30.32,121.3
-94.73,30.32,119.0
-94.65,30.32,115.3
-94.57,30.32,111.5
-94.49,30.32,108.0
-94.41,30.32,105.2
-94.33,30.32,104.5
-94.25,30.32,104.6
-94.17,30.32,99.5
-94.09,30.32,92.8
-94.01,30.32,91.3
-93.93,30.32,88.2
-93.85,30.32,82.8
-93.77,30.32,79.1
-93.69,30.32,77.3
-93.61,30.32,73.7
-105.29,30.4,481.9
-105.21,30.4,522.5
-105.13,30.4,560.1
-105.05,30.4,587.9
-104.97,30.4,612.1
-104.89,30.4,635.4
-104.81,30.4,655.3
-104.73,30.4,668.0
-104.65,30.4,676.7
-104.57,30.4,686.5
-104.49,30.4,705.3
-104.41,30.4,735.0
-104.33,30.4,767.6
-104.25,30.4,811.0
-104.17,30.4,874.7
-104.09,30.4,955.3
-104.01,30.4,1058.4
-103.93,30.4,1186.4
-103.85,30.4,1341.7
-103.77,30.4,1516.1
-103.69,30.4,1709.1
-103.61,30.4,1926.0
-103.53,30.4,2152.5
-103.45,30.4,2380.5
-103.37,30.4,2606.8
-103.29,30.4,2700.0
-103.21,30.4,2700.0
-103.13,30.4,2700.0
-103.05,30.4,2700.0
-102.97,30.4,2700.0
-102.89,30.4,2700.0
-102.81,30.4,2700.0
-102.73,30.4,2700.0
-102.65,30.4,2700.0
-102.57,30.4,2700.0
-102.49,30.4,2691.1
-102.41,30.4,2473.6
-102.33,30.4,2254.7
-102.25,30.4,2040.0
-102.17,30.4,1834.1
-102.09,30.4,1646.5
-102.01,30.4,1483.2
-101.93,30.4,1342.7
-101.85,30.4,1220.0
-101.77,30.4,1118.4
-101.69,30.4,1038.0
-101.61,30.4,973.9
-101.53,30.4,928.7
-101.45,30.4,894.0
-101.37,30.4,869.9
-101.29,30.4,854.0
-101.21,30.4,838.7
-101.13,30.4,825.6
-101.05,30.4,813.8
-100.97,30.4,808.3
-100.89,30.4,804.0
-100.81,30.4,798.7
-100.73,30.4,797.3
-100.65,30.4,791.1
-100.57,30.4,787.5
-100.49,30.4,794.3
-100.41,30.4,804.2
-100.33,30.4,816.0
-100.25,30.4,829.1
-100.17,30.4,838.2
-100.09,30.4,845.6
-100.01,30.4,855.5
-99.93,30.4,868.1
-99.85,30.4,873.9
-99.77,30.4,876.5
-99.69,30.4,879.8
-99.61,30.4,879.7
-99.53,30.4,875.1
-99.45,30.4,864.6
-99.37,30.4,856.2
-99.29,30.4,850.3
-99.21,30.4,839.3
-99.13,30.4,828.3
-99.05,30.4,816.5
-98.97,30.4,800.1
-98.89,30.4,779.0
-98.81,30.4,754.1
-98.73,30.4,723.6
-98.65,30.4,684.6
-98.57,30.4,641.2
-98.49,30.4,584.5
-98.41,30.4,512.7
-98.33,30.4,437.5
-98.25,30.4,364.9
-98.17,30.4,300.0
-98.09,30.4,247.0
-98.01,30.4,213.7
-97.93,30.4,202.5
-97.85,30.4,210.3
-97.77,30.4,234.1
-97.69,30.4,266.5
-97.61,30.4,304.2
-97.53,30.4,336.0
-97.45,30.4,359.8
-97.37,30.4,373.8
-97.29,30.4,377.8
-97.21,30.4,379.1
-97.13,30.4,373.3
-97.05,30.4,362.9
-96.97,30.4,351.7
-96.89,30.4,339.3
-96.81,30.4,325.7
-96.73,30.4,311.8
-96.65,30.4,295.4
-96.57,30.4,281.1
-96.49,30.4,268.6
-96.41,30.4,260.6
-96.33,30.4,249.6
-96.25,30.4,238.0
-96.17,30.4,228.1
-96.09,30.4,219.8
-96.01,30.4,210.6
-95.93,30.4,203.6
-95.85,30.4,195.6
-95.77,30.4,189.4
-95.69,30.4,183.2
-95.61,30.4,179.2
-95.53,30.4,176.9
-95.45,30.4,168.9
-95.37,30.4,159.9
-95.29,30.4,156.9
-95.21,30.4,156.0
-95.13,30.4,151.6
-95.05,30.4,140.3
-94.97,30.4,129.6
-94.89,30.4,127.3
-94.81,30.4,125.9
-94.73,30.4,122.4
